nombre,deporte,edad,peso_kg,altura_cm,frecuencia_cardiaca_bpm,horas_entrenamiento_semana,rendimiento_score,posicion
Sebastián Rojas,TENNIS,41.0,59.3,160.0,89.0,19.3,1.67,
Catalina Mora,VOLEIBOL,24.0,70.9,165.0,83.0,3.2,7.63,
Juan López,BOXEO,30.0,80.09667630057803,187.0,45.0,21.8,4.52,DELANTERO
Héctor Suárez,FUTBOL,3.0,74.4,183.0,72.0,6.1,9.64,CICLISTA
Valentina Ramírez,NATACION,42.0,91.1,173.0,51.0,13.1,4.08,CICLISTA
Andrés Flores,FUTBOL,18.0,78.8,197.0,49.0,16.8,8.43,CICLISTA
Camila Díaz,FUTBOL,28.0,65.8,165.0,53.0,9.6,3.59,DELANTERO
Andrés Flores,NATACION,43.0,70.2,191.0,63.0,14.7,5.36,CICLISTA
Valentina Ramírez,RUGBY,23.0,85.0,184.0,71.0,24.6,1.85,PORTERO
Lorena Mendoza,TENNIS,28.0,82.9,180.0,71.0,12.7,5.48,MEDIOCAMPISTA
Carolina Ríos,CICLISMO,21.0,102.3,175.0,51.0,9.3,9.45,PORTERO
Camila Díaz,CICLISMO,28.0,97.7,189.0,55.0,10.8,6.47,DEFENSA
Mónica Ortega,VOLEIBOL,35.0,94.2,167.0,51.0,22.9,1.93,CICLISTA
Cristian Medina,VOLEIBOL,26.0,76.8,202.0,350.0,22.9,6.91,ATACANTE
Héctor Suárez,BASKETBALL,40.0,57.1,175.0,10.0,22.2,3.41,DELANTERO
Enrique Valenzuela,CICLISMO,25.0,82.0,197.0,69.75212464589235,19.0,1.91,DELANTERO
Verónica Aguilar,TENNIS,20.0,56.4,201.0,62.0,20.0,2.91,
Lorena Mendoza,BOXEO,41.0,79.3,199.0,80.0,19.7,1.03,DEFENSA
Ignacio Peña,BOXEO,35.0,76.5,162.0,79.0,13.1,6.75,CORREDOR
Marcela Varela,FUTBOL,25.0,72.6,182.0,88.0,3.4,4.39,CICLISTA
Marisol Figueroa,VOLEIBOL,41.0,63.8,172.0,72.0,23.6,5.26,MEDIOCAMPISTA
Ignacio Peña,BOXEO,31.050934579439254,83.5,200.0,65.0,16.6,7.83,
Natalia Cruz,TENNIS,18.0,79.8,192.0,73.0,4.5,6.02,PORTERO
Carolina Ríos,NATACION,35.0,91.0,160.0,62.0,9.1,1.46,PORTERO
Enrique Valenzuela,RUGBY,18.0,100.4,202.0,89.0,17.7,8.05,DEFENSA
Cristian Medina,NATACION,44.0,55.3,191.0,90.0,24.9,9.38,ATACANTE
Luis Parra,VOLEIBOL,41.0,68.7,189.0,52.0,24.8,4.97,DEFENSA
Natalia Cruz,TENIS,31.0,80.09667630057803,186.0,45.0,17.9,2.63,PORTERO
Alicia Campos,CICLISMO,45.0,100.9,198.0,69.75212464589235,12.4,5.52,PORTERO
Eduardo Soto,CICLISMO,23.0,86.7,179.0,57.0,20.2,6.48,
Roberto Castillo,BOXEO,28.0,80.5,181.0,76.0,17.0,9.05,NADADOR
Ricardo Álvarez,VOLEIBOL,30.0,76.3,168.0,48.0,4.3,5.43,DEFENSA
Mauricio Vega,NATACION,34.0,103.6,179.5212464589235,69.75212464589235,13.4,7.44,DELANTERO
Luis Parra,FUTBOL,20.0,88.2,167.0,66.0,9.7,6.24,
Patricio Bravo,BALONCESTO,16.0,83.8,192.0,75.0,9.9,1.53,NADADOR
Marisol Figueroa,NATACIÓ,25.0,70.8,30.0,56.0,13.866635071090046,3.96,ATACANTE
Carlos Pérez,NATACION,42.0,80.09667630057803,167.0,49.0,13.866635071090046,5.67,DELANTERO
Tomás Gutiérrez,TENIS,33.0,80.1,188.0,66.0,4.7,7.07,MEDIOCAMPISTA
Daniela Vargas,VOLEIBOL,35.0,87.7,199.0,64.0,4.0,4.83,MEDIOCAMPISTA
Manuel Leal,CICLISMO,25.0,67.9,183.0,60.0,18.5,3.04,
Carlos Pérez,FUTBOL,21.0,67.7,186.0,73.0,15.2,4.58,PORTERO
Rodrigo Sandoval,TENIS,26.0,95.2,159.0,55.0,22.1,2.35,DELANTERO
Camila Díaz,CICLISMO,27.0,83.9,177.0,86.0,13.8,1.18,PORTERO
Natalia Cruz,FUTBOL,20.0,59.7,169.0,49.0,13.866635071090046,6.55,DEFENSA
Patricio Bravo,NATACION,20.0,69.2,191.0,82.0,9.0,6.45,DELANTERO
Pilar Contreras,NATACIÓ,29.0,66.0,161.0,55.0,4.4,9.74,
Catalina Mora,FUTBOL,33.0,68.7,180.0,79.0,18.4,2.55,ATACANTE
Juan López,TENNIS,38.0,78.4,195.0,90.0,24.4,5.1,DEFENSA
Diego Torres,VOLEIBOL,200.0,94.1,160.0,70.0,20.4,3.61,DELANTERO
Ricardo Álvarez,VOLEIBOL,43.0,85.8,196.0,54.0,6.9,5.75,DELANTERO
Catalina Mora,TENIS,38.0,93.0,176.0,65.0,6.7,8.06,ATACANTE
César Sepúlveda,ATLETISMO,21.0,64.2,201.0,63.0,15.5,8.96,DELANTERO
Ana Martínez,BALONCESTO,27.0,80.0,166.0,71.0,14.0,5.583822014051522,ATACANTE
Ignacio Peña,BALONCESTO,19.0,103.5,185.0,81.0,8.2,4.19,MEDIOCAMPISTA
Héctor Suárez,BALONCESTO,17.0,91.5,164.0,74.0,5.1,5.583822014051522,PORTERO
Catalina Mora,VOLEIBOL,27.0,61.2,160.0,81.0,6.4,7.58,CICLISTA
Patricia Ramos,ATLETISMO,35.0,58.7,195.0,57.0,16.4,9.89,DELANTERO
Diego Torres,NATACION,36.0,91.9,169.0,54.0,19.7,5.19,PORTERO
Catalina Mora,NATACIÓ,39.0,71.5,173.0,80.0,21.4,3.74,MEDIOCAMPISTA
Mauricio Vega,TENNIS,18.0,77.3,192.0,63.0,23.6,2.07,DEFENSA
Enrique Valenzuela,VOLEIBOL,44.0,98.4,200.0,53.0,14.0,7.98,NADADOR
Isabella Castro,BASKETBALL,30.0,80.09667630057803,175.0,89.0,10.6,5.98,
Marcela Varela,BOXEO,150.0,78.2,176.0,46.0,14.7,9.52,DEFENSA
Pilar Contreras,CICLISMO,44.0,95.9,160.0,59.0,8.7,3.87,DELANTERO
Manuel Leal,FUTBOL,24.0,104.7,194.0,89.0,22.6,4.51,DELANTERO
Francisca Lagos,BASKETBALL,40.0,101.2,187.0,69.75212464589235,10.2,5.583822014051522,NADADOR
Carolina Ríos,ATLETISMO,38.0,84.7,188.0,79.0,12.8,1.36,CORREDOR
Rodrigo Sandoval,ATLETISMO,22.0,66.6,175.0,53.0,5.4,8.1,CORREDOR
Matías Silva,BOXEO,16.0,88.7,165.0,50.0,5.9,3.5,ATACANTE
Marcela Varela,VOLEIBOL,39.0,63.9,191.0,57.0,8.9,6.57,PORTERO
Carlos Pérez,FUTBOL,27.0,62.0,159.0,350.0,18.2,2.43,PORTERO
César Sepúlveda,CICLISMO,41.0,84.7,166.0,75.0,19.1,2.27,NADADOR
Sebastián Rojas,ATLETISMO,25.0,80.09667630057803,195.0,80.0,19.0,9.37,CICLISTA
Rodrigo Sandoval,RUGBY,40.0,66.6,184.0,58.0,20.5,7.22,DELANTERO
Roxana Salinas,VOLEIBOL,28.0,67.0,189.0,71.0,14.4,9.0,
Marisol Figueroa,CICLISMO,42.0,91.8,161.0,74.0,5.3,8.73,ATACANTE
Felipe Muñoz,BOXEO,44.0,80.09667630057803,171.0,55.0,24.9,6.5,DELANTERO
Patricio Bravo,CICLISMO,23.0,75.1,158.0,54.0,22.2,1.56,CICLISTA
Carlos Pérez,VOLEIBOL,45.0,67.1,164.0,46.0,13.866635071090046,7.98,DELANTERO
Sofía Hernández,BALONCESTO,43.0,102.8,168.0,50.0,3.6,3.52,ATACANTE
Carlos Pérez,CICLISMO,44.0,83.1,177.0,58.0,24.5,8.23,DEFENSA
Claudia Herrera,NATACION,38.0,101.4,171.0,62.0,5.9,3.55,CICLISTA
Paola Romero,VOLEIBOL,28.0,64.6,169.0,80.0,7.6,4.98,CICLISTA
Camila Díaz,BOXEO,32.0,93.9,175.0,76.0,4.1,8.42,CORREDOR
Natalia Cruz,BALONCESTO,32.0,84.9,159.0,81.0,19.8,2.58,NADADOR
Carolina Ríos,FUTBOL,23.0,69.5,199.0,76.0,6.2,5.95,CICLISTA
Eduardo Soto,ATLETISMO,37.0,76.6,159.0,51.0,7.9,6.17,
Héctor Suárez,FUTBOL,23.0,55.3,183.0,69.75212464589235,13.2,4.18,
Rodrigo Sandoval,BASKETBALL,41.0,70.7,163.0,63.0,4.6,2.3,DELANTERO
Matías Silva,TENNIS,36.0,86.5,189.0,70.0,18.9,3.27,PORTERO
Francisca Lagos,TENIS,27.0,80.09667630057803,199.0,46.0,13.5,4.46,CICLISTA
Carolina Ríos,BASKETBALL,23.0,102.5,183.0,72.0,21.0,2.28,ATACANTE
Carolina Ríos,BASKETBALL,17.0,80.09667630057803,176.0,67.0,14.6,4.97,DEFENSA
Sebastián Rojas,NATACION,25.0,70.8,169.0,73.0,15.7,6.68,
Ana Martínez,CICLISMO,43.0,74.0,159.0,79.0,21.8,5.15,MEDIOCAMPISTA
Mónica Ortega,NATACION,44.0,80.09667630057803,159.0,87.0,18.6,8.66,DELANTERO
Luis Parra,FUTBOL,23.0,85.7,198.0,47.0,9.5,7.08,
Ignacio Peña,TENIS,23.0,89.0,182.0,77.0,13.7,2.16,PORTERO
Ana Martínez,NATACION,32.0,89.4,196.0,81.0,5.9,5.43,DEFENSA
Catalina Mora,BOXEO,38.0,93.5,193.0,69.75212464589235,18.9,5.46,DEFENSA
Marcela Varela,FUTBOL,31.050934579439254,73.3,170.0,53.0,6.6,4.43,CORREDOR
Sofía Hernández,FUTBOL,28.0,98.7,173.0,69.75212464589235,22.1,5.42,PORTERO
Matías Silva,BASKETBALL,19.0,56.5,186.0,86.0,21.2,7.3,CICLISTA
Verónica Aguilar,TENNIS,30.0,82.3,179.0,74.0,18.9,5.04,DEFENSA
César Sepúlveda,BALONCESTO,34.0,57.2,164.0,65.0,20.8,2.57,
Tomás Gutiérrez,CICLISMO,18.0,96.2,161.0,64.0,20.2,8.88,DEFENSA
Daniela Vargas,TENIS,37.0,84.7,173.0,72.0,5.5,9.54,DELANTERO
Andrés Flores,CICLISMO,41.0,100.5,172.0,63.0,22.6,1.63,PORTERO
Isabella Castro,FUTBOL,24.0,69.8,182.0,73.0,3.7,8.54,DEFENSA
Roxana Salinas,ATLETISMO,20.0,99.3,30.0,59.0,13.1,3.02,ATACANTE
Luis Parra,NATACIÓ,41.0,60.0,194.0,63.0,21.3,3.98,DEFENSA
Claudia Herrera,CICLISMO,23.0,57.7,198.0,88.0,5.4,2.64,PORTERO
Sofía Hernández,BALONCESTO,45.0,56.0,160.0,69.0,21.8,9.49,ATACANTE
Rodrigo Sandoval,NATACION,38.0,80.1,25.0,85.0,9.9,1.08,CICLISTA
Matías Silva,ATLETISMO,44.0,82.1,179.0,84.0,4.5,8.34,DEFENSA
Carlos Pérez,NATACION,42.0,75.8,181.0,86.0,7.6,9.51,MEDIOCAMPISTA
Cristian Medina,CICLISMO,33.0,67.9,169.0,70.0,3.5,8.45,CORREDOR
Eduardo Soto,FUTBOL,29.0,103.7,179.5212464589235,90.0,3.5,7.65,ATACANTE
Roberto Castillo,NATACION,19.0,79.4,165.0,86.0,16.5,5.583822014051522,ATACANTE
Daniela Vargas,VOLEIBOL,35.0,66.5,179.5212464589235,67.0,19.3,5.84,MEDIOCAMPISTA
Carlos Pérez,CICLISMO,16.0,87.1,195.0,71.0,19.5,1.84,ATACANTE
Matías Silva,FUTBOL,24.0,69.0,192.0,61.0,8.8,3.82,CORREDOR
Mauricio Vega,BASKETBALL,20.0,67.4,202.0,69.75212464589235,7.5,6.82,ATACANTE
Patricio Bravo,TENIS,24.0,102.9,188.0,47.0,15.3,5.16,DEFENSA
Camila Díaz,BALONCESTO,28.0,77.6,181.0,88.0,23.3,5.79,
Isabella Castro,NATACIÓ,31.0,69.3,178.0,64.0,7.7,8.06,DELANTERO
Claudia Herrera,NATACIÓ,28.0,88.4,193.0,10.0,9.1,5.42,
Alejandro Núñez,NATACIÓ,38.0,63.6,161.0,88.0,4.9,6.67,CICLISTA
Nicolás Reyes,FUTBOL,39.0,71.3,166.0,76.0,6.5,6.87,PORTERO
Sebastián Rojas,NATACION,45.0,94.7,168.0,57.0,16.9,4.89,ATACANTE
Isabella Castro,BOXEO,18.0,80.09667630057803,162.0,79.0,14.5,3.54,CORREDOR
Javiera Espinoza,VOLEIBOL,22.0,101.0,182.0,87.0,11.0,4.64,MEDIOCAMPISTA
Camila Díaz,FUTBOL,17.0,97.2,162.0,59.0,20.3,4.14,
Diego Torres,ATLETISMO,29.0,60.6,166.0,63.0,10.2,3.81,
Verónica Aguilar,BASKETBALL,27.0,83.0,192.0,60.0,18.3,6.81,NADADOR
Ana Martínez,TENNIS,30.0,77.9,179.0,48.0,13.2,3.66,DEFENSA
Verónica Aguilar,NATACION,200.0,59.2,182.0,65.0,16.7,1.03,
Patricia Ramos,FUTBOL,43.0,93.8,175.0,69.75212464589235,15.5,4.52,NADADOR
Felipe Muñoz,NATACION,24.0,80.09667630057803,179.5212464589235,66.0,12.4,8.7,PORTERO
Verónica Aguilar,FUTBOL,31.0,80.5,30.0,68.0,19.9,7.23,DELANTERO
Daniela Vargas,BOXEO,21.0,98.8,196.0,51.0,22.7,3.23,MEDIOCAMPISTA
Pilar Contreras,NATACIÓ,30.0,88.8,178.0,74.0,20.6,5.58,PORTERO
Fernanda Jiménez,TENIS,31.050934579439254,89.3,170.0,45.0,12.8,5.89,CORREDOR
Cristian Medina,NATACION,19.0,77.6,189.0,67.0,14.4,5.36,PORTERO
Matías Silva,CICLISMO,38.0,76.2,187.0,84.0,14.3,6.83,CORREDOR
Alicia Campos,FUTBOL,33.0,95.4,187.0,58.0,5.1,1.83,
Tomás Gutiérrez,TENNIS,40.0,72.9,186.0,83.0,4.8,1.46,ATACANTE
Isabella Castro,TENIS,31.050934579439254,101.5,175.0,69.0,7.9,8.16,DEFENSA
Carolina Ríos,TENIS,35.0,86.3,300.0,69.0,20.8,5.84,
Catalina Mora,VOLEIBOL,4.0,81.7,178.0,49.0,12.0,3.41,DEFENSA
Claudia Herrera,VOLEIBOL,27.0,76.2,158.0,82.0,16.5,1.36,
Isabella Castro,FUTBOL,37.0,77.8,178.0,81.0,23.8,1.91,DEFENSA
Marisol Figueroa,BOXEO,17.0,98.3,202.0,55.0,23.8,7.29,DELANTERO
Paola Romero,ATLETISMO,37.0,79.2,183.0,10.0,22.2,9.22,DEFENSA
Cristian Medina,BALONCESTO,32.0,85.8,165.0,54.0,6.8,7.94,PORTERO
Marcela Varela,TENNIS,33.0,77.1,162.0,88.0,0.1,2.6,
Lorena Mendoza,BALONCESTO,30.0,95.4,300.0,80.0,18.1,5.71,CICLISTA
Javiera Espinoza,VOLEIBOL,29.0,96.8,163.0,80.0,10.3,2.35,DELANTERO
Manuel Leal,CICLISMO,34.0,59.0,201.0,69.0,11.0,7.38,DEFENSA
Diego Torres,TENIS,27.0,101.0,183.0,72.0,13.6,5.5,ATACANTE
Carolina Ríos,NATACIÓ,39.0,105.0,175.0,69.75212464589235,8.7,4.19,DELANTERO
Juan López,FUTBOL,22.0,61.7,165.0,65.0,20.6,1.84,ATACANTE
Gonzalo Fuentes,CICLISMO,40.0,73.0,30.0,78.0,3.1,7.94,CICLISTA
Francisca Lagos,FUTBOL,22.0,66.9,187.0,55.0,18.8,6.21,PORTERO
María González,BOXEO,31.050934579439254,85.4,169.0,82.0,10.7,3.65,ATACANTE
Alejandro Núñez,VOLEIBOL,24.0,97.9,202.0,67.0,9.5,4.11,NADADOR
Francisca Lagos,CICLISMO,33.0,96.1,194.0,59.0,3.1,5.583822014051522,CORREDOR
César Sepúlveda,RUGBY,30.0,104.7,196.0,79.0,4.3,9.04,CICLISTA
Marcela Varela,TENIS,29.0,61.7,170.0,78.0,20.1,7.05,MEDIOCAMPISTA
Tomás Gutiérrez,CICLISMO,28.0,55.1,191.0,85.0,8.9,5.36,DELANTERO
Felipe Muñoz,VOLEIBOL,21.0,93.0,197.0,82.0,4.2,3.42,NADADOR
Manuel Leal,TENNIS,37.0,82.3,186.0,63.0,19.0,8.78,PORTERO
Manuel Leal,TENNIS,35.0,57.1,196.0,89.0,22.0,2.31,MEDIOCAMPISTA
Javiera Espinoza,NATACION,38.0,80.9,174.0,77.0,19.0,4.21,CORREDOR
Mauricio Vega,CICLISMO,34.0,98.1,184.0,78.0,17.5,3.03,PORTERO
Marisol Figueroa,CICLISMO,16.0,83.9,199.0,64.0,8.4,9.94,
Matías Silva,TENNIS,18.0,56.6,185.0,81.0,23.5,6.47,ATACANTE
Héctor Suárez,BALONCESTO,33.0,76.2,198.0,59.0,13.866635071090046,2.89,ATACANTE
Claudia Herrera,FUTBOL,29.0,59.5,179.0,84.0,9.8,1.58,DEFENSA
Gonzalo Fuentes,ATLETISMO,31.050934579439254,62.6,187.0,72.0,7.9,7.39,DEFENSA
Marcela Varela,RUGBY,20.0,98.0,173.0,50.0,15.0,3.88,
Daniela Vargas,CICLISMO,22.0,63.0,179.5212464589235,90.0,23.4,3.71,NADADOR
Luis Parra,TENNIS,41.0,80.09667630057803,167.0,70.0,23.7,2.82,DELANTERO
Catalina Mora,BALONCESTO,45.0,83.8,188.0,76.0,4.7,8.17,DEFENSA
Ignacio Peña,BALONCESTO,25.0,60.9,166.0,57.0,11.3,5.583822014051522,DEFENSA
Sebastián Rojas,NATACIÓ,40.0,75.5,194.0,54.0,14.7,7.87,
Nicolás Reyes,NATACIÓ,37.0,66.1,179.0,74.0,22.1,9.0,NADADOR
Mónica Ortega,NATACION,44.0,80.09667630057803,189.0,47.0,11.3,7.78,MEDIOCAMPISTA
Mónica Ortega,NATACION,26.0,80.09667630057803,161.0,69.75212464589235,20.5,6.34,CORREDOR
Sebastián Rojas,NATACIÓ,44.0,81.6,191.0,72.0,4.8,6.87,CICLISTA
Marisol Figueroa,VOLEIBOL,33.0,74.1,194.0,66.0,15.2,9.62,
Pilar Contreras,ATLETISMO,31.050934579439254,60.7,189.0,45.0,15.6,5.583822014051522,DELANTERO
Javiera Espinoza,ATLETISMO,31.0,80.09667630057803,182.0,71.0,7.0,8.72,DEFENSA
Lorena Mendoza,BOXEO,19.0,87.2,178.0,80.0,23.8,4.86,
César Sepúlveda,TENNIS,42.0,95.5,194.0,89.0,18.1,3.01,
Gabriela Morales,BOXEO,36.0,64.2,176.0,76.0,15.3,2.55,DELANTERO
Rodrigo Sandoval,NATACIÓ,45.0,73.9,163.0,49.0,24.1,6.35,DELANTERO
Pilar Contreras,NATACIÓ,18.0,93.0,179.5212464589235,55.0,11.8,1.42,CICLISTA
Diego Torres,ATLETISMO,19.0,98.7,163.0,56.0,25.0,1.15,ATACANTE
Pedro Rodríguez,FUTBOL,26.0,62.8,179.0,52.0,23.2,1.82,MEDIOCAMPISTA
Alejandro Núñez,RUGBY,22.0,60.1,182.0,69.75212464589235,19.2,3.63,DELANTERO
César Sepúlveda,NATACION,34.0,79.8,179.0,59.0,22.0,9.86,CICLISTA
Ignacio Peña,BOXEO,22.0,72.6,164.0,65.0,13.7,9.66,CORREDOR
Claudia Herrera,CICLISMO,26.0,104.1,175.0,88.0,24.1,7.66,DELANTERO
Francisca Lagos,FUTBOL,43.0,67.7,201.0,67.0,3.6,4.77,DELANTERO
Ignacio Peña,BOXEO,17.0,77.6,174.0,67.0,12.6,7.38,CICLISTA
Pilar Contreras,BALONCESTO,31.050934579439254,80.0,174.0,350.0,17.0,7.71,DEFENSA
Sofía Hernández,TENNIS,27.0,96.1,163.0,86.0,6.2,9.65,MEDIOCAMPISTA
Gonzalo Fuentes,BALONCESTO,45.0,99.2,191.0,73.0,5.7,5.91,MEDIOCAMPISTA
Marcela Varela,VOLEIBOL,37.0,69.9,163.0,67.0,8.7,5.583822014051522,DEFENSA
María González,VOLEIBOL,44.0,73.5,167.0,87.0,9.4,9.85,NADADOR
Mauricio Vega,RUGBY,45.0,102.6,192.0,75.0,5.7,10.0,PORTERO
Carlos Pérez,VOLEIBOL,34.0,103.0,196.0,81.0,15.7,7.64,DELANTERO
César Sepúlveda,NATACIÓ,44.0,81.8,201.0,75.0,24.1,5.583822014051522,DEFENSA
Manuel Leal,FUTBOL,36.0,98.6,202.0,81.0,10.4,9.59,PORTERO
Catalina Mora,FUTBOL,31.0,84.9,201.0,76.0,11.5,6.5,PORTERO
Eduardo Soto,FUTBOL,35.0,80.09667630057803,183.0,83.0,9.0,1.81,DELANTERO
Tomás Gutiérrez,NATACIÓ,32.0,61.6,191.0,50.0,10.4,5.91,NADADOR
Patricia Ramos,TENIS,200.0,85.0,200.0,90.0,6.1,8.93,DEFENSA
Gabriela Morales,BOXEO,41.0,80.09667630057803,200.0,83.0,9.4,3.23,MEDIOCAMPISTA
Isabella Castro,BOXEO,34.0,94.3,183.0,75.0,17.5,5.73,DEFENSA
Isabella Castro,BOXEO,45.0,62.6,184.0,72.0,16.5,6.23,
César Sepúlveda,BASKETBALL,26.0,63.9,201.0,79.0,6.1,9.7,CICLISTA
Luis Parra,TENIS,31.0,73.8,201.0,47.0,23.9,7.59,CORREDOR
Gonzalo Fuentes,BOXEO,38.0,97.7,191.0,61.0,24.6,8.29,PORTERO
Natalia Cruz,TENIS,35.0,72.3,162.0,45.0,11.9,9.85,NADADOR
Roxana Salinas,VOLEIBOL,33.0,68.9,174.0,75.0,22.9,6.13,CICLISTA
Gonzalo Fuentes,BALONCESTO,44.0,91.1,173.0,54.0,9.8,6.81,CORREDOR
Marcela Varela,NATACIÓ,34.0,102.3,180.0,77.0,16.6,6.11,DELANTERO
Mónica Ortega,ATLETISMO,26.0,84.2,166.0,64.0,11.2,9.04,NADADOR
Carolina Ríos,TENIS,19.0,74.4,201.0,47.0,22.6,3.82,DELANTERO
Eduardo Soto,FUTBOL,43.0,56.9,188.0,63.0,24.5,8.39,DELANTERO
Rodrigo Sandoval,NATACION,40.0,69.2,158.0,45.0,20.7,6.27,PORTERO
Carlos Pérez,TENIS,21.0,92.8,193.0,64.0,15.3,5.583822014051522,DELANTERO
Tomás Gutiérrez,RUGBY,25.0,103.4,166.0,10.0,13.866635071090046,3.07,CICLISTA
Nicolás Reyes,BOXEO,19.0,86.7,172.0,83.0,23.0,8.07,
Daniela Vargas,TENIS,24.0,58.8,175.0,74.0,3.1,5.13,CICLISTA
Carlos Pérez,CICLISMO,33.0,102.4,194.0,69.0,19.7,6.28,DELANTERO
Daniela Vargas,BALONCESTO,32.0,104.0,195.0,61.0,14.1,3.05,ATACANTE
Ricardo Álvarez,RUGBY,26.0,104.0,180.0,66.0,0.1,7.68,
Gabriela Morales,TENIS,31.050934579439254,60.5,188.0,65.0,4.4,5.29,PORTERO
Ricardo Álvarez,TENIS,29.0,58.0,179.5212464589235,71.0,14.0,6.86,
Marcela Varela,TENIS,26.0,89.0,190.0,74.0,21.4,6.04,CORREDOR
Roxana Salinas,BOXEO,22.0,83.9,198.0,62.0,11.5,3.97,NADADOR
Mónica Ortega,VOLEIBOL,36.0,55.1,159.0,77.0,3.1,2.95,DEFENSA
Sebastián Rojas,ATLETISMO,30.0,98.3,189.0,66.0,17.8,7.85,CORREDOR
Pedro Rodríguez,FUTBOL,18.0,89.3,196.0,69.75212464589235,24.0,3.23,ATACANTE
Juan López,FUTBOL,18.0,80.09667630057803,173.0,74.0,18.9,2.15,DEFENSA
Eduardo Soto,BOXEO,33.0,77.4,173.0,46.0,8.0,2.37,
Javiera Espinoza,CICLISMO,4.0,62.8,164.0,61.0,14.8,8.46,CORREDOR
Pedro Rodríguez,NATACION,16.0,93.5,186.0,79.0,17.7,4.18,MEDIOCAMPISTA
César Sepúlveda,CICLISMO,19.0,75.6,191.0,73.0,7.4,3.17,MEDIOCAMPISTA
Enrique Valenzuela,TENNIS,31.0,98.4,179.5212464589235,47.0,24.6,1.83,MEDIOCAMPISTA
Catalina Mora,FUTBOL,22.0,101.9,187.0,80.0,23.7,8.95,DEFENSA
Andrés Flores,FUTBOL,28.0,100.4,160.0,48.0,14.7,4.99,
Juan López,NATACION,37.0,97.3,173.0,70.0,8.9,8.48,CORREDOR
César Sepúlveda,RUGBY,19.0,85.0,179.5212464589235,56.0,8.3,5.27,
Patricio Bravo,FUTBOL,32.0,76.0,200.0,74.0,3.2,6.19,
Manuel Leal,FUTBOL,44.0,80.09667630057803,169.0,70.0,13.866635071090046,1.26,CICLISTA
Cristian Medina,TENIS,21.0,79.9,193.0,54.0,9.1,4.07,
Felipe Muñoz,FUTBOL,18.0,63.3,179.0,75.0,15.3,6.98,NADADOR
Marisol Figueroa,BOXEO,21.0,100.3,165.0,68.0,14.2,9.48,MEDIOCAMPISTA
Juan López,CICLISMO,31.0,97.1,168.0,67.0,15.1,6.77,DEFENSA
Carolina Ríos,VOLEIBOL,34.0,103.0,170.0,62.0,18.2,6.07,
Sofía Hernández,VOLEIBOL,39.0,80.09667630057803,198.0,61.0,24.3,9.49,
Fernanda Jiménez,FUTBOL,37.0,80.09667630057803,199.0,65.0,16.8,1.77,CORREDOR
Daniela Vargas,VOLEIBOL,17.0,62.9,191.0,63.0,12.4,6.28,MEDIOCAMPISTA
Juan López,NATACIÓ,31.050934579439254,76.8,167.0,75.0,21.4,2.33,PORTERO
Sebastián Rojas,NATACION,34.0,57.5,171.0,52.0,13.9,5.99,DELANTERO
Héctor Suárez,NATACION,44.0,82.4,176.0,83.0,9.7,5.1,DELANTERO
Felipe Muñoz,NATACION,17.0,59.0,192.0,50.0,6.7,4.89,MEDIOCAMPISTA
Enrique Valenzuela,BASKETBALL,29.0,56.8,175.0,51.0,23.1,3.49,
Pedro Rodríguez,NATACION,32.0,69.6,197.0,63.0,3.1,1.56,DELANTERO
Manuel Leal,TENIS,42.0,55.4,190.0,63.0,11.2,2.43,CICLISTA
Patricio Bravo,VOLEIBOL,44.0,55.4,163.0,66.0,21.1,3.15,DEFENSA
Felipe Muñoz,ATLETISMO,29.0,89.2,198.0,79.0,24.4,2.99,MEDIOCAMPISTA
Nicolás Reyes,CICLISMO,31.050934579439254,56.2,193.0,89.0,5.8,5.41,MEDIOCAMPISTA
Valentina Ramírez,NATACIÓ,28.0,80.09667630057803,160.0,67.0,23.6,6.67,DEFENSA
Cristian Medina,FUTBOL,33.0,70.2,180.0,59.0,14.2,5.583822014051522,DEFENSA
Paola Romero,NATACIÓ,32.0,62.4,189.0,80.0,20.7,1.12,DEFENSA
Sofía Hernández,NATACIÓ,31.0,98.5,169.0,46.0,3.3,4.42,CORREDOR
Mónica Ortega,NATACION,20.0,80.09667630057803,172.0,80.0,4.5,4.56,NADADOR
Marisol Figueroa,BOXEO,33.0,67.6,196.0,47.0,20.4,1.29,DEFENSA
Felipe Muñoz,ATLETISMO,36.0,89.3,158.0,59.0,9.1,1.64,CORREDOR
Isabella Castro,FUTBOL,34.0,75.0,179.0,47.0,19.8,7.97,CORREDOR
Felipe Muñoz,NATACION,43.0,70.6,164.0,62.0,18.2,3.3,CICLISTA
Andrés Flores,TENIS,31.0,89.5,161.0,72.0,4.5,1.6,PORTERO
Carolina Ríos,FUTBOL,30.0,90.5,179.5212464589235,80.0,24.4,4.85,NADADOR
Roberto Castillo,FUTBOL,20.0,87.3,182.0,87.0,21.9,2.15,DEFENSA
Cristian Medina,RUGBY,42.0,61.0,171.0,50.0,3.1,2.54,CORREDOR
Verónica Aguilar,ATLETISMO,17.0,71.5,192.0,48.0,8.4,8.72,DEFENSA
Francisca Lagos,NATACION,44.0,60.8,161.0,87.0,24.1,5.583822014051522,CORREDOR
Carlos Pérez,BALONCESTO,31.0,70.9,197.0,45.0,7.3,1.56,MEDIOCAMPISTA
